Grado,Area,Pregunta,ImagenPregunta,Opcion1,ImagenOpcion1,Opcion2,ImagenOpcion2,Opcion3,ImagenOpcion3,Opcion4,ImagenOpcion4,Respuesta
11°,Inglés,"Which word is the correct synonym of “reliable”?",img/synonym.webp,trustworthy,,funny,,difficult,,unsafe,,trustworthy
11°,Lenguaje,"Según el texto, ¿qué rol tiene la ciudadanía en el reciclaje?",img/texto36.webp,Ninguno,,Supervisar plantas de reciclaje,,Financiar políticas públicas,,Participar activamente separando residuos,,Participar activamente separando residuos
11°,Lenguaje,¿Cuál es la causa principal de la necesidad de reciclar?,img/texto36.webp,La migración urbana,,La acumulación de residuos y la contaminación,,La reducción de recursos tecnológicos,,La falta de empleo,,La acumulación de residuos y la contaminación
11°,Lenguaje,¿Cuál es la función del narrador?,img/texto35.webp,Presentar hechos sin perspectiva,,Expresar los sentimientos y reflexiones del personaje,,Criticar el lugar visitado,,Comparar ciudades antiguas y modernas,,Expresar los sentimientos y reflexiones del personaje
11°,Lenguaje,¿Cuál es la idea central del texto?,img/texto36.webp,El reciclaje es esencial para proteger el medio ambiente y generar beneficios,,La contaminación es inevitable,,Separar residuos no tiene impacto,,La economía no se ve afectada por los residuos,,El reciclaje es esencial para proteger el medio ambiente y generar beneficios
11°,Lenguaje,¿Cuál es la idea principal del texto?,img/texto35.webp,Clara quería viajar sola para conocer ciudades modernas,,El valor del viaje reside en la conexión con las raíces y recuerdos.,,Clara tenía miedo de viajar sola y decidió no hacerlo.,,Las ciudades antiguas carecen de interés para los jóvenes,,El valor del viaje reside en la conexión con las raíces y recuerdos.
11°,Lenguaje,¿Cuál es la intención del autor al presentar datos y ejemplos?,img/texto36.webp,Convencer al lector sobre la importancia del reciclaje,,Mostrar cifras sin interpretación,,Criticar el reciclaje,,Proponer leyes de manera estricta,,Convencer al lector sobre la importancia del reciclaje
11°,Lenguaje,¿Cuál es la tesis principal del texto?,img/texto37.webp,Los dispositivos electrónicos son perjudiciales siempre,,Los adolescentes deben evitar la tecnología,,Se requiere un equilibrio en el uso de tecnología para adolescentes,,La tecnología no tiene impacto en los jóvenes,,Se requiere un equilibrio en el uso de tecnología para adolescentes
11°,Lenguaje,¿Qué consecuencia se menciona en el texto?,img/texto36.webp,La desaparición de especies animales,,La pérdida de biodiversidad,,El aumento de consumo de agua,,La generación de empleos y la disminución de la contaminación,,La generación de empleos y la disminución de la contaminación
11°,Lenguaje,¿Qué contraargumento se menciona?,img/texto37.webp,Los jóvenes no deben usar tecnología,,"Con uso responsable, mejora la comunicación y el aprendizaje",,La tecnología es peligrosa,,No hay evidencia científica,,"Con uso responsable, mejora la comunicación y el aprendizaje"
11°,Lenguaje,¿Qué efecto produce el final del texto?,img/texto35.webp,Refuerza la reflexión sobre la identidad y las raíces,,Genera sorpresa por un evento inesperado,,Indica un conflicto sin resolver,,Muestra la indiferencia de Clara,,Refuerza la reflexión sobre la identidad y las raíces
11°,Lenguaje,¿Qué efecto tiene el lenguaje del texto?,img/texto37.webp,Persuade a encontrar un uso responsable de la tecnología,,Provoca miedo sobre la tecnología,,Desalienta el uso de internet,,Confunde al lector,,Persuade a encontrar un uso responsable de la tecnología
11°,Lenguaje,¿Qué elemento del texto refleja un conflicto interno de Clara?,img/texto35.webp,La descripción de las calles,,La conexión con sus abuelos,,La llegada a la ciudad,,El miedo mezclado con emoción,,El miedo mezclado con emoción
11°,Lenguaje,¿Qué evidencia respalda la preocupación sobre el uso excesivo?,img/texto37.webp,"Afecta la concentración, memoria y habilidades sociales",,Mejora la comunicación,,Permite acceso a información,,Facilita el aprendizaje,,"Afecta la concentración, memoria y habilidades sociales"
11°,Lenguaje,¿Qué inferencia se puede hacer sobre la importancia del reciclaje?,img/texto36.webp,Solo tiene beneficios económicos,,Contribuye al bienestar ambiental y social,,Es una moda pasajera,,No tiene impacto real,,Contribuye al bienestar ambiental y social
11°,Lenguaje,¿Qué información es secundaria?,img/texto36.webp,El reciclaje ayuda a la economía local,,La acumulación de residuos contamina el suelo y el agua,,"Separar materiales reciclables como plástico, vidrio y papel",,El reciclaje permite dar nuevos usos a los materiales,,El reciclaje ayuda a la economía local
11°,Lenguaje,¿Qué mensaje principal transmite el texto?,img/texto35.webp,Viajar es aburrido,,La soledad es negativa,,Las ciudades antiguas son peligrosas,,El valor de los recuerdos y las raíces,,El valor de los recuerdos y las raíces
11°,Lenguaje,¿Qué postura crítica podría adoptarse frente al argumento del autor?,img/texto37.webp,Ignorar los riesgos de la tecnología,,Evaluar políticas escolares para regular su uso,,Prohibir dispositivos electrónicos,,Fomentar el uso ilimitado de tecnología,,Evaluar políticas escolares para regular su uso
11°,Lenguaje,¿Qué rasgo del personaje se evidencia en su decisión de viajar sola?,img/texto35.webp,Miedo constante,,Indiferencia,,Curiosidad y valentía,,Inmadurez,,Curiosidad y valentía
11°,Lenguaje,¿Qué se puede inferir sobre la relación de Clara con sus abuelos?,img/texto35.webp,Era inexistente,,Era superficial,,Era cercana y significativa,,Era conflictiva,,Era cercana y significativa
11°,Lenguaje,¿Qué suposición subyace en el texto?,img/texto37.webp,Que todos los adolescentes son responsables,,Que la tecnología solo produce daño,,Que los padres no influyen en el uso de dispositivos,,Que un uso equilibrado de la tecnología es posible y beneficioso,,Que un uso equilibrado de la tecnología es posible y beneficioso
11°,Matemáticas,"El perímetro de un rectángulo es 42 cm. Si su largo mide 13 cm, ¿cuál es el ancho?",img/rectangulo.webp,5 cm,,8 cm,,10 cm,,12 cm,,8 cm
11°,Matemáticas,"El valor de un automóvil disminuye 18% cada año. Si su valor actual es $25,000, ¿cuál será su valor en 2 años?",img/car_value.webp,"$16,810.00",,"$18,250.00",,"$21,000.00",,"$14,500.00",,"$16,810.00"
11°,Matemáticas,"El volumen de un cubo es 216 cm³. ¿Cuánto mide la longitud de cada arista?",img/cubo.webp,6 cm,,8 cm,,12 cm,,18 cm,,6 cm
11°,Matemáticas,"El área de un círculo es 49π. ¿Cuál es su radio?",img/circulo_area.webp,5,,6,,7,,14,,7
11°,Matemáticas,"El área de un triángulo es 48 cm² y su base mide 12 cm. ¿Cuál es su altura?",img/triangulo_area.webp,4 cm,,6 cm,,8 cm,,12 cm,,8 cm
11°,Matemáticas,"En un triángulo, los ángulos interiores están en proporción 2:3:4. ¿Cuál es el ángulo mayor?",img/triangulo.webp,40°,,60°,,80°,,100°,,80°
11°,Matemáticas,"La pendiente de una recta que pasa por los puntos (−2,4) y (3,−1) es:",img/recta_pendiente.webp,−1,,1,,−5/5,,−3,,−1
11°,Matemáticas,"Resuelve la ecuación exponencial: 2^(x+1)=16",,x=2,,x=3,,x=4,,x=5,,x=3
11°,Matemáticas,"Resuelve: 3(2x−4)−5(x+2)=7",,x=9,,x=1,,x=−9,,x=−1,,x=1
11°,Matemáticas,"Resuelve: √(5x−5)=5",img/radical.webp,x=4,,x=6,,x=7,,x=5,,x=6
11°,Matemáticas,"Si 4^(x)=64, ¿cuál es el valor de x?",img/exponencial.webp,2,,3,,4,,6,,3
11°,Matemáticas,"Si P(A)=0.4 y P(B)=0.5 y los eventos son independientes, ¿cuál es P(A∩B)?",img/probabilidad.webp,0.2,,0.9,,0.1,,0.25,,0.2
11°,Matemáticas,"Si f(x)=3x−7, ¿cuál es el valor de f(5)?",img/funcion_lineal.webp,8,,10,,7,,15,,8
11°,Matemáticas,"Si g(x)=x²−9x+8, ¿para qué valor de x el valor de la función es mínimo?",img/parabola.webp,4.5,,3,,4,,9,,4.5
11°,Matemáticas,"Si la probabilidad de que llueva un día es 0.3, ¿cuál es la probabilidad de que NO llueva?",img/lluvia.webp,0.7,,0.3,,0.5,,0.9,,0.7
11°,Matemáticas,"Si una función lineal pasa por los puntos (2,5) y (6,17), ¿cuál es su ecuación?",img/recta_puntos.webp,y=3x−1,,y=4x+2,,y=3x+1,,y=2x+3,,y=3x−1
11°,Matemáticas,"Si una transformación lineal cumple T(2)=6 y T(5)=15, ¿cuál es la forma explícita de T(x) si es lineal?",img/trans_lineal.webp,T(x)=3x,,T(x)=2x+2,,T(x)=x+4,,T(x)=4x−2,,T(x)=3x
11°,Matemáticas,"Simplifica la expresión: (4x³y²)(3x⁻¹y⁴)",img/expresion.webp,12x²y⁶,,7x²y⁶,,12x⁴y²,,12xy⁶,,12x²y⁶
11°,Matemáticas,"Un ciclista viaja 50 km en 2 horas y luego 30 km en 1 hora. ¿Cuál es su velocidad promedio?",img/ciclista.webp,20 km/h,,25 km/h,,30 km/h,,26.67 km/h,,26.67 km/h
11°,Matemáticas,"Una tienda aumenta el precio de un artículo en 12%. Si el precio final es $224.00, ¿cuál era el precio original?",img/aumento_precio.webp,$180.00,,$190.00,,$200.00,,$210.00,,$200.00
